# BTCUSDT 1h  source=file-cache  n=8760
# from=2025-07-31T21:00:00.000Z  to=2026-07-31T20:00:00.000Z
timestamp	date	open	high	low	close	volume
1754175600000	2025-08-02T23:00:00.000Z	112862.14	112873.83	112280.86	112546.35	726.46606
1754179200000	2025-08-03T00:00:00.000Z	112546.35	112992.27	111920	112956.04	821.53565
1754182800000	2025-08-03T01:00:00.000Z	112956.04	113269.92	112841.46	113107.99	481.50444
1754186400000	2025-08-03T02:00:00.000Z	113107.99	113517.58	113100	113517.58	450.43769
1754190000000	2025-08-03T03:00:00.000Z	113517.58	113740.69	113419.45	113604.2	353.06632
1754193600000	2025-08-03T04:00:00.000Z	113604.2	113604.2	113341.06	113468.41	237.62179
1754197200000	2025-08-03T05:00:00.000Z	113468.41	113659	113408.22	113618.52	203.79543
1754200800000	2025-08-03T06:00:00.000Z	113618.52	113636.5	113472.54	113559.34	147.54012
1754204400000	2025-08-03T07:00:00.000Z	113559.34	113720.16	113559.34	113700	175.31963
1754208000000	2025-08-03T08:00:00.000Z	113700	113790	113551	113692	282.38474
1754211600000	2025-08-03T09:00:00.000Z	113692.01	113710.51	113630.3	113654.95	234.09945
1754215200000	2025-08-03T10:00:00.000Z	113654.95	113900	113654.94	113899.99	181.60816
1754218800000	2025-08-03T11:00:00.000Z	113899.99	114260.31	113861.18	113862.18	562.11642
1754222400000	2025-08-03T12:00:00.000Z	113862.19	114098.45	113656.4	114009.99	337.34488
1754226000000	2025-08-03T13:00:00.000Z	114010	114095.35	113803	113939	257.53926
1754229600000	2025-08-03T14:00:00.000Z	113939	114065.54	113579.69	113792.28	320.16676
1754233200000	2025-08-03T15:00:00.000Z	113792.29	113966	113674.05	113959.06	216.51596
1754236800000	2025-08-03T16:00:00.000Z	113959.06	114026.82	113775.55	113995.16	246.66079
1754240400000	2025-08-03T17:00:00.000Z	113995.15	114165.09	113953.97	114117.42	198.95641
1754244000000	2025-08-03T18:00:00.000Z	114117.42	114460.15	114060.36	114380.4	361.64858
1754247600000	2025-08-03T19:00:00.000Z	114380.41	114799.97	114259.95	114313.19	447.69931
